24832,24278,8,-6.2854557,106.8336432
24299,21783,4,-6.1925529,106.8223526
23634,5106,1,-6.1925529,106.8223526
25243,18354,3,-6.2800813,106.8023138
25165,20413,3,-6.2290156,106.8059553
24676,12543,1,-6.227064,106.8081298
24940,1076,3,-6.2174248,106.8138927
25074,25959,2,-6.224641,106.817599
25228,17327,2,-6.223873,106.8418704
25426,16550,2,-6.2593116,106.8454504
25098,25982,2,-6.228118,106.825529
24465,25148,1,-6.228118,106.825529
24249,17463,2,-6.2339539,106.7863075
24521,3662,1,-6.2339539,106.7863075
24375,22856,2,-6.2561771,106.7689436
24379,25316,2,-6.2254529,106.8051274
24939,25756,1,-6.2254512,106.8051631
24937,9801,1,-6.2254512,106.8051631
24659,9802,1,-6.2254512,106.8051631
24012,23625,2,-6.2833582,106.8228195
25136,24944,1,-6.2396512,106.7951669
25127,4104,1,-6.2219489,106.8196122
25096,24911,1,-6.281536,106.7943811
25126,24784,1,-6.2251659,106.8307083
24352,2985,1,-6.2174223,106.8301777
23971,24519,1,-6.2174223,106.8301777
24734,23486,1,-6.2386502,106.8240774
24541,22657,1,-6.2174223,106.8301777
25217,66,1,-6.2113775,106.8199584
24458,6726,1,-6.230935,106.809504
25200,26049,1,-6.2246877,106.8065458
24692,24545,1,-6.2246877,106.8065458
25171,15100,1,-6.2219244,106.7829324
25170,24500,1,-6.2348176,106.8063773
24766,25313,1,-6.2348176,106.8063773
25173,24356,1,-6.2907337,106.8106665
25187,25323,1,-6.2400341,106.8343912
25167,24861,1,-6.2173361,106.8181588
24283,24866,1,-6.183319,106.830887
25234,26065,1,-6.238863,106.813308
24935,18917,1,-6.2329071,106.8311583
24878,22503,1,-6.254808,106.8508921
24967,25844,1,-6.1855549,106.8227973
25039,25910,1,-6.2259298,106.8513516
25050,25331,1,-6.219989,106.832387
25004,25870,1,-6.2961497,106.7783193
25000,25611,1,-6.273053,106.814328
24988,13104,1,-6.2173361,106.8181588
24994,25862,1,-6.2307126,106.8336316
24655,25509,1,-6.230251,106.8021119
24579,25429,1,-6.230314,106.8179967
24591,21524,1,-6.2110585,106.8164055
24855,23443,1,-6.2449234,106.8082136
24089,20510,5,-6.1280891,106.7584496
24834,18087,2,-6.1948194,106.8955104
24677,21425,2,-6.2632031,106.7920538
24421,20504,2,-6.2535143,106.8601371
24886,21981,1,-6.2552625,106.7884301
25017,13160,1,-6.2724513,106.8033272
24978,22980,1,-6.130375,106.793886
25405,8434,1,-6.1018152,106.9445202
25421,20354,1,-6.2451264,106.8187813
25328,21641,1,-6.1935245,106.8290103
25326,26158,1,-6.2441872,106.8404906
24400,24815,1,-6.2184309,106.8272232
24459,25302,1,-6.233773,106.8138929
24836,25203,1,-6.2597629,106.8569938
25390,25590,2,-6.2007999,106.7985726
25195,18223,1,-6.217481,106.7638613
25201,1640,1,-6.1667956,106.7088362
25071,25953,1,-6.1935444,106.7419278
24497,21848,1,-6.2289831,106.8200838
25442,25677,1,-6.2382988,106.7919202
25276,26113,1,-6.2286442,106.8893585
25280,25650,1,-6.219696,106.833312
25273,26103,1,-6.1137571,106.7939966
25289,26123,1,-6.1920216,106.7413308
24570,25439,1,-6.1800066,106.7597109
25321,21563,1,-6.1668016,106.7861461
25324,18688,1,-6.2334873,106.8232236
24399,22883,1,-6.2900609,106.7931732
24491,13552,1,-6.22111,106.79191
24484,20036,1,-6.298222,106.7859194
24741,25413,1,-6.2539227,106.7907065
24744,25357,1,-6.2143382,106.8175552
24860,25742,1,-6.19982,106.80003
24732,11661,1,-6.2257804,106.8189988
24642,25067,1,-6.2268482,106.7969467
24563,24090,1,-6.2825316,106.7920789
24701,24375,1,-6.1986762,106.7625428
24666,10562,1,-6.2279504,106.79954
24864,6763,1,-6.2000529,106.7606407
25265,24246,1,-6.224291,106.877633
25318,25232,1,-6.1864259,106.9585596
24495,5627,1,-6.2728453,106.8260101
24334,14818,1,-6.3020748,106.8340161
24843,12740,1,-6.300677,106.8331925
24708,24522,1,-6.300677,106.8331925
24126,25012,1,-6.294555,106.7853376
24165,4416,1,-6.2622181,106.8427223
24227,24452,1,-6.2139664,106.944649
24224,24452,1,-6.2139664,106.944649
24524,24917,1,-6.1933415,106.9625318
24743,24233,1,-6.2982484,106.8296641
24627,23815,1,-6.2235001,106.8987044
24636,25500,1,-6.2221873,106.865402
24844,15622,2,-6.805747,107.723236
25151,26029,1,-6.1700339,106.8149671
25105,24606,1,-6.1818345,106.8111235
25092,24865,1,-6.1122087,106.7794205
25231,17324,1,-6.1667558,106.803003
24872,25767,1,-6.1099346,106.7914444
25357,25243,1,-6.2093039,106.821094
25453,26282,1,-6.2093104,106.8203727
24703,23719,1,-6.2093039,106.821094
25400,26178,1,-6.2004708,106.8223738
25319,26153,1,-6.2005668,106.8223791
25447,20419,1,-6.2252649,106.8134661
25433,26255,1,-6.2100419,106.8223425
25408,26182,1,-6.2005668,106.8223791
25285,25805,1,-6.233773,106.8138929
25274,26107,1,-6.217337,106.8315047
25261,24264,1,-6.223694,106.809119
25272,25295,1,-6.1953235,106.8203952
25314,25602,1,-6.130375,106.793886
24866,23945,1,-6.1820073,106.8794528
25253,26078,1,-6.1812212,106.8205253
24747,24871,1,-6.2348176,106.8063773
24437,2500,1,-6.1840912,106.8315731
24453,25368,1,-6.2108484,106.818483
24201,2418,1,-6.1840912,106.8315731
24438,24181,1,-6.2173934,106.8303249
24077,25208,1,-6.2183536,106.8171331
24440,13545,1,-6.2090157,106.8183908
24395,25296,1,-6.2090157,106.8183908
24359,12750,1,-6.223952,106.8224271
24371,25301,1,-6.2093109,106.8207143
24372,16322,1,-6.2178143,106.8302938
24385,19909,1,-6.1372491,106.8201888
24494,25390,1,-6.2298127,106.8058238
24498,22598,1,-6.212996,106.8297159
24482,24152,1,-6.2906819,106.7955595
24351,9458,1,-6.2326194,106.8116975
24064,23210,1,-6.2397502,106.8326499
23575,12798,1,-6.2261687,106.8040173
23897,22475,1,-6.10879,106.8834882
23924,25125,1,-6.190037,106.8413001
24159,24832,1,-6.224947,106.8145192
24291,14562,1,-6.229909,106.810053
24307,25282,1,-6.1897112,106.8464618
24768,10765,1,-6.2046998,106.8412449
24789,18403,1,-6.2642921,106.8084818
24796,15909,1,-6.1957609,106.8174058
24750,21492,1,-6.1432952,106.8873531
24831,25571,1,-6.184707,106.835694
24813,25695,1,-6.182975,106.831778
24725,25371,1,-6.1856535,106.9265259
24588,25453,1,-6.1599325,106.8535487
24558,25056,1,-6.19092,106.828322
24653,4915,1,-6.1244103,106.8933346
24697,22232,1,-6.168301,106.9291689
25415,18431,6,-6.1866622,106.8852715
25069,8909,2,-6.2413726,106.7873664
25199,21797,1,-6.2232817,106.8620916
24974,25714,1,-6.130375,106.793886
25053,25214,1,-6.2347341,106.8471291
25375,26206,1,-6.1598176,106.7853922
25286,9931,1,-6.1788227,106.8648707
24763,25337,2,-6.1465204,106.8532697
24775,25629,1,-6.1415594,106.8557915
24850,25724,1,-6.1415594,106.8557915
25224,20065,2,-6.1512908,106.8985619
23988,24825,2,-6.189505,106.823518
