33971,138,4
33971,155,3
33971,174,3
33971,163,2.5
33971,161,3
33971,165,3
33971,172,3
33971,160,3
33971,169,3
33971,144,3
33971,104,3
33971,156,3
30379,138,3
30379,155,3
30379,174,3
30379,163,3
30379,161,3
30379,165,3
30379,172,3
30379,160,3
30379,169,3
30379,144,3
30379,104,3
30379,156,3
33788,138,3
33788,155,3
33788,174,3
33788,163,3.6666666666666665
33788,161,3
33788,165,3
33788,172,3
33788,160,3
33788,169,3
33788,144,3
33788,104,3
33788,156,3
30694,138,3.7777777777777777
30694,155,3
30694,174,3
30694,163,3.8333333333333335
30694,161,3
30694,165,3
30694,172,3
30694,160,3
30694,169,3
30694,144,3
30694,104,3
30694,156,3
29920,138,3
29920,155,3
29920,174,3
29920,163,4.666666666666667
29920,161,3
29920,165,3
29920,172,3
29920,160,3
29920,169,3
29920,144,3
29920,104,3
29920,156,3
35506,138,3
35506,155,3
35506,174,3
35506,163,3
35506,161,3
35506,165,3
35506,172,3
35506,160,3
35506,169,3
35506,144,3
35506,104,3
35506,156,3
39962,138,2.875
39962,155,3
39962,174,3
39962,163,3.6666666666666665
39962,161,3
39962,165,3
39962,172,3
39962,160,3
39962,169,3
39962,144,3
39962,104,3
39962,156,3
19319,138,3.727272727272727
19319,155,3
19319,174,3
19319,163,3
19319,161,3
19319,165,3
19319,172,3
19319,160,4
19319,169,3
19319,144,3
19319,104,3
19319,156,3
41587,138,3
41587,155,3
41587,174,3
41587,163,3
41587,161,3
41587,165,3
41587,172,3
41587,160,3
41587,169,3
41587,144,3
41587,104,3
41587,156,3
37984,138,3.9473684210526314
37984,155,3
37984,174,3
37984,163,4.457142857142857
37984,161,3
37984,165,3
37984,172,3
37984,160,3
37984,169,3
37984,144,3
37984,104,3
37984,156,3
40963,138,3
40963,155,3
40963,174,3
40963,163,3
40963,161,3
40963,165,3
40963,172,3
40963,160,3
40963,169,3
40963,144,3
40963,104,3
40963,156,3
39619,138,4
39619,155,3
39619,174,3
39619,163,4
39619,161,3
39619,165,3
39619,172,3
39619,160,3
39619,169,3
39619,144,3
39619,104,3
39619,156,3
35100,138,4.333333333333333
35100,155,3
35100,174,3
35100,163,4.142857142857143
35100,161,3
35100,165,3
35100,172,3
35100,160,3
35100,169,3
