24278,144,4.464285714285714
24278,138,3
24278,156,3
24278,161,3
24278,104,3
24278,155,5
23589,144,3
23589,138,3
23589,156,3
23589,161,3
23589,104,3
23589,155,3
24519,144,3.2
24519,138,1
24519,156,3
24519,161,3
24519,104,3
24519,155,3
14968,144,4
14968,138,3
14968,156,3
14968,161,3
14968,104,3
14968,155,3
24036,144,4
24036,138,5
24036,156,3
24036,161,4.75
24036,104,4.5
24036,155,3
24152,144,3
24152,138,2.75
24152,156,3.9285714285714284
24152,161,3
24152,104,3
24152,155,3
20764,144,3.9285714285714284
20764,138,3
20764,156,3
20764,161,4.090909090909091
20764,104,3
20764,155,3
21913,144,3
21913,138,3
21913,156,3
21913,161,3
21913,104,3
21913,155,3
9296,144,3
9296,138,3
9296,156,3
9296,161,3
9296,104,3
9296,155,3
10923,144,3
10923,138,3.9
10923,156,4.666666666666667
10923,161,3
10923,104,3
10923,155,3
24448,144,3
24448,138,4
24448,156,3
24448,161,3
24448,104,3
24448,155,3
23524,144,3
23524,138,4.333333333333333
23524,156,3
23524,161,3
23524,104,3
23524,155,3
20912,144,3
20912,138,3
20912,156,3
20912,161,3
20912,104,3
20912,155,3
20913,144,3
20913,138,3
20913,156,3
20913,161,3
20913,104,3
20913,155,3
1640,144,3
1640,138,5
1640,156,3
1640,161,5
1640,104,3
1640,155,3
23581,144,3
23581,138,3
23581,156,3
23581,161,3
23581,104,3
23581,155,3
18087,144,3
18087,138,3
18087,156,3
18087,161,3
18087,104,3
18087,155,3
16550,144,3
16550,138,3
16550,156,4
16550,161,3
16550,104,3
16550,155,3
14246,144,3
14246,138,3
14246,156,4
14246,161,3
14246,104,3
14246,155,3
24016,144,3
24016,138,2
24016,156,3.5
24016,161,3
24016,104,3
24016,155,3
9931,144,3
9931,138,3.75
9931,156,4
9931,161,3
9931,104,3
9931,155,3
18163,144,3
18163,138,4.5
18163,156,4.2
18163,161,3
18163,104,3
18163,155,4.769230769230769
23945,144,3
23945,138,4.666666666666667
23945,156,4.5
23945,161,3
23945,104,3
23945,155,5
20366,144,3
20366,138,3
20366,156,3.6
20366,161,3
20366,104,3
20366,155,3
2450,144,3
2450,138,4.75
2450,156,3
2450,161,3
2450,104,3
2450,155,4.8
24419,144,3
24419,138,3
24419,156,3
24419,161,3
24419,104,3
24419,155,3
24522,144,4
24522,138,4
24522,156,3
24522,161,3.6666666666666665
24522,104,3
24522,155,3.909090909090909
22763,144,3
22763,138,4.777777777777778
22763,156,4.5
22763,161,3
22763,104,3
22763,155,3
7255,144,3
7255,138,4.5
7255,156,4
7255,161,3
7255,104,3
7255,155,3
23486,144,5
23486,138,3
23486,156,3
23486,161,3
23486,104,3
23486,155,5
12740,144,3
12740,138,3
12740,156,4.5
12740,161,3
12740,104,3
12740,155,3
18403,144,5
18403,138,5
18403,156,4
18403,161,4
18403,104,3
18403,155,3
1071,144,3
1071,138,2.5
1071,156,4.888888888888889
1071,161,3
1071,104,3
1071,155,3
24101,144,3
24101,138,3
24101,156,3
24101,161,3.2
24101,104,3
24101,155,3
18917,144,4.5
18917,138,4.428571428571429
18917,156,5
18917,161,3
18917,104,3
18917,155,4.666666666666667
3472,144,3
3472,138,3
3472,156,3.5714285714285716
3472,161,3
3472,104,3
3472,155,3
24090,144,3
24090,138,3
24090,156,3
24090,161,3
24090,104,3
24090,155,3
12543,144,4.4
12543,138,4.666666666666667
12543,156,4
12543,161,4.076923076923077
12543,104,3
12543,155,3
11661,144,3.6
11661,138,3.5
11661,156,3
11661,161,3.4545454545454546
11661,104,3.5
11661,155,3
7847,144,3
7847,138,3
7847,156,3
7847,161,3
7847,104,3
7847,155,3
9205,144,3
9205,138,3
9205,156,4
9205,161,3
9205,104,3
9205,155,3
659,144,3
659,138,5
659,156,3
659,161,3.6666666666666665
659,104,2
659,155,3
9802,144,3
9802,138,3
9802,156,3
9802,161,4
9802,104,3
9802,155,3
8909,144,3
8909,138,3
8909,156,3
8909,161,3
8909,104,3
8909,155,3
23877,144,4
23877,138,3
23877,156,4.666666666666667
23877,161,4
23877,104,3
23877,155,3
21425,144,3
21425,138,3
21425,156,3
21425,161,3
21425,104,3
21425,155,3
24410,144,4
24410,138,3
24410,156,3
24410,161,3
24410,104,3
24410,155,3
15108,144,3
15108,138,4.75
15108,156,3
15108,161,3.3333333333333335
15108,104,3
15108,155,3
6789,144,3
