144,-6.2240943,106.8268222,20,45,50
138,-6.1507346,106.8146526,20,200,220
156,-6.1841235,106.8472257,20,45,50
161,-6.1928965,106.7938203,20,45,50
104,-6.1574728,106.7959925,60,100,105
155,-6.2569113,106.9142139,20,45,47
