id,order_id,delivery_date,user_id,rating
459,7381,0000-00-00,9722,5
460,7459,0000-00-00,9005,4
461,7467,0000-00-00,9791,4
462,7284,0000-00-00,7912,4
463,7501,0000-00-00,7679,1
464,7392,0000-00-00,9736,4
465,7496,0000-00-00,2741,5
466,7501,0000-00-00,7679,5
467,7616,0000-00-00,9915,5
468,7381,0000-00-00,9722,5
470,7780,0000-00-00,9101,4
471,7471,0000-00-00,7602,3
472,7780,0000-00-00,9101,5
473,7786,0000-00-00,8491,2
474,7808,0000-00-00,10069,3
475,7808,0000-00-00,10069,3
476,7496,0000-00-00,2741,5
477,7491,0000-00-00,3862,4
478,7872,0000-00-00,9939,2
479,7491,0000-00-00,3862,5
480,7872,0000-00-00,9939,3
481,7620,0000-00-00,7912,4
482,7780,0000-00-00,9101,5
483,7459,0000-00-00,9005,5
484,7459,0000-00-00,9005,4
485,7347,0000-00-00,9704,3
486,7347,0000-00-00,9704,4
487,7606,0000-00-00,8749,4
488,7606,0000-00-00,8749,5
489,7475,0000-00-00,1074,4
490,7496,0000-00-00,2741,5
491,7808,0000-00-00,10069,4
492,7808,0000-00-00,10069,4
493,7966,0000-00-00,10210,3
494,7872,0000-00-00,9939,2
498,7347,0000-00-00,9704,4
499,7491,0000-00-00,3862,4
500,7620,0000-00-00,7912,4
501,7876,0000-00-00,10117,1
502,8152,0000-00-00,5753,2
503,8056,0000-00-00,10318,4
504,7877,0000-00-00,10120,4
505,7964,0000-00-00,10200,5
506,8131,0000-00-00,10359,5
507,7686,0000-00-00,9945,1
508,8056,0000-00-00,10318,4
509,7620,0000-00-00,7912,5
510,8152,0000-00-00,5753,2
511,7606,0000-00-00,8749,5
512,7486,0000-00-00,8214,4
513,7486,0000-00-00,8214,4
514,7486,0000-00-00,8214,5
515,7486,0000-00-00,8214,3
516,7486,0000-00-00,8214,4
517,8024,0000-00-00,10282,3
518,8024,0000-00-00,10282,3
520,8041,0000-00-00,10311,2
522,8048,0000-00-00,10309,1
523,8041,0000-00-00,10311,2
524,7620,0000-00-00,7912,4
525,7686,0000-00-00,9945,4
526,8177,0000-00-00,10329,5
527,8177,0000-00-00,10329,4
528,7620,0000-00-00,7912,5
529,8056,0000-00-00,10318,4
530,8056,0000-00-00,10318,3
531,8278,0000-00-00,10488,4
532,7620,2017-01-04,7912,4
533,7620,2017-01-03,7912,4
534,8307,2017-01-03,10253,3
535,8307,2017-01-04,10253,3
536,8315,2017-01-04,4889,1
537,8272,2017-01-04,8871,3
538,8417,2017-01-04,10655,3
539,8398,2017-01-04,9805,5
540,8177,2017-01-04,10329,4
541,8278,2017-01-03,10488,4
542,8278,2017-01-04,10488,4
543,8272,2017-01-05,8871,3
544,8451,2017-01-05,10706,3
545,8307,2017-01-05,10253,4
546,8458,2017-01-05,10715,4
547,8400,2017-01-05,10651,2
548,7620,2017-01-05,7912,5
549,7367,2017-01-05,8863,5
550,8268,2017-01-05,8749,5
551,8399,2017-01-06,6845,2
552,8399,2017-01-04,6845,4
553,8399,2017-01-05,6845,2
554,8370,2017-01-06,10622,1
555,8194,2017-01-06,10441,5
556,8349,2017-01-06,7912,2
557,8270,2017-01-05,7341,3
558,8270,2017-01-04,7341,4
559,8307,2017-01-06,10253,4
560,8152,2017-01-06,5753,5
561,8275,2017-01-06,8214,4
562,7568,2017-01-06,9875,2
563,8305,2017-01-05,9101,5
564,8305,2017-01-04,9101,5
565,8305,2017-01-03,9101,4
566,8451,2017-01-06,10706,2
567,8440,2017-01-09,8491,1
568,8268,2017-01-06,8749,4
569,8619,2017-01-09,8845,1
570,8368,2017-01-09,10447,2
571,8272,2017-01-09,8871,1
572,8281,2017-01-09,9005,1
573,8327,2017-01-09,9826,5
574,8268,2017-01-09,8749,3
575,8214,2017-01-09,10438,2
576,8525,2017-01-09,10801,1
577,8558,2017-01-09,8650,1
578,8440,2017-01-10,8491,5
579,8391,2017-01-10,10646,3
580,8599,2017-01-10,10896,5
581,8494,2017-01-10,7602,3
582,8559,2017-01-10,10861,4
583,8467,2017-01-10,10726,3
584,8266,2017-01-10,8920,1
585,7917,2017-01-10,10180,1
586,8567,2017-01-10,10870,4
587,8360,2017-01-10,10614,5
588,8349,2017-01-10,7912,5
589,8422,2017-01-10,10675,4
590,8272,2017-01-10,8871,5
591,8455,2017-01-10,10704,1
592,8152,2017-01-10,5753,2
593,8041,2017-01-10,10311,4
594,8283,2017-01-10,10550,5
595,8717,2017-01-10,10479,5
596,8581,2017-01-10,10885,3
597,8688,2017-01-10,10966,3
598,8506,2017-01-10,10784,4
599,8576,2017-01-10,9704,4
600,8131,2017-01-11,10359,2
601,8528,2017-01-10,10802,4
602,8536,2017-01-11,10815,5
603,8800,2017-01-11,11077,5
604,8575,2017-01-11,10878,4
605,8581,2017-01-11,10885,4
606,8610,2017-01-11,10912,4
607,8305,2017-01-11,9101,4
608,8576,2017-01-11,9704,4
609,8464,2017-01-11,10723,4
610,8152,2017-01-11,5753,3
611,7496,2017-01-11,2741,5
612,8278,2017-01-10,10488,4
613,8003,2017-01-11,8993,3
614,8528,2017-01-11,10802,5
615,8440,2017-01-11,8491,4
616,8749,2017-01-11,10999,4
617,8360,2017-01-11,10614,4
618,8515,2017-01-11,10790,2
619,8422,2017-01-11,10675,4
620,8607,2017-01-11,9136,3
621,8617,2017-01-11,10923,5
622,8617,2017-01-10,10923,5
623,8272,2017-01-11,8871,5
624,8281,2017-01-10,9005,4
625,8281,2017-01-11,9005,4
626,8381,2017-01-10,10615,5
627,8399,2017-01-10,6845,4
628,8381,2017-01-11,10615,5
629,8451,2017-01-11,10706,3
630,8379,2017-01-10,957,5
631,8379,2017-01-11,957,4
632,8440,2017-01-12,8491,1
633,8536,2017-01-12,10815,3
634,8685,2017-01-12,10925,1
635,8278,2017-01-11,10488,3
636,8003,2017-01-12,8993,2
637,8220,2017-01-10,10475,4
638,8220,2017-01-04,10475,4
639,8046,2017-01-12,10300,2
640,8046,2017-01-11,10300,4
641,8046,2017-01-10,10300,4
642,8278,2017-01-12,10488,5
643,8455,2017-01-12,10704,1
644,8575,2017-01-12,10878,3
645,8528,2017-01-12,10802,2
646,8807,2017-01-12,11079,3
647,8666,2017-01-12,9826,2
648,8679,2017-01-12,10957,3
649,8741,2017-01-12,11005,3
650,8464,2017-01-12,10723,5
651,8923,2017-01-12,10896,3
652,8749,2017-01-12,10999,2
653,8131,2017-01-12,10359,1
654,8281,2017-01-12,9005,1
655,8422,2017-01-12,10675,3
656,8559,2017-01-13,10861,1
657,8350,2017-01-13,10135,1
658,8349,2017-01-12,7912,4
659,8687,2017-01-13,8831,3
660,8687,2017-01-11,8831,5
661,8914,2017-01-13,8871,5
662,8687,2017-01-12,8831,4
663,8717,2017-01-13,10479,5
664,8741,2017-01-13,11005,1
665,8922,2017-01-12,11152,5
666,8922,2017-01-13,11152,5
667,8567,2017-01-13,10870,5
668,8349,2017-01-13,7912,4
669,8379,2017-01-12,957,5
670,8379,2017-01-13,957,3
671,8749,2017-01-13,10999,5
672,8603,2017-01-13,10898,5
673,8610,2017-01-13,10912,2
674,8581,2017-01-13,10885,3
675,8581,2017-01-12,10885,2
676,8914,2017-01-16,8871,3
677,8547,2017-01-16,10823,2
678,8749,2017-01-16,10999,3
679,8440,2017-01-16,8491,4
680,9065,2017-01-16,10086,2
681,8559,2017-01-16,10861,3
682,8784,2017-01-16,11046,3
683,8617,2017-01-16,10923,1
684,8788,2017-01-16,11061,3
685,8711,2017-01-16,10970,3
686,8305,2017-01-16,9101,4
687,8349,2017-01-16,7912,4
688,8732,2017-01-16,5702,4
689,8935,2017-01-16,10675,2
690,8678,2017-01-16,10956,4
691,8350,2017-01-16,10135,3
692,9034,2017-01-16,11319,4
693,8003,2017-01-16,8993,4
694,8003,2017-01-17,8993,4
695,8440,2017-01-17,8491,5
696,8610,2017-01-16,10912,5
697,9257,2017-01-17,11661,3
698,8610,2017-01-17,10912,1
699,9018,2017-01-17,11303,3
700,9353,2017-01-17,11650,5
701,8573,2017-01-17,10877,3
702,9067,2017-01-17,10697,3
703,9066,2017-01-16,10697,3
704,8622,2017-01-17,2624,2
705,8784,2017-01-17,11046,3
706,9315,2017-01-17,11731,3
707,8349,2017-01-17,7912,3
708,8546,2017-01-16,10298,2
709,9034,2017-01-17,11319,4
710,8745,2017-01-17,9498,3
711,9312,2017-01-17,10574,3
712,8305,2017-01-17,9101,4
713,9041,2017-01-17,10861,3
714,8922,2017-01-17,11152,3
715,9262,2017-01-17,10829,1
716,8935,2017-01-17,10675,4
717,8494,2017-01-17,7602,1
718,9466,2017-01-18,12025,5
719,8003,2017-01-18,8993,3
720,9257,2017-01-18,11661,4
721,9315,2017-01-18,11731,4
722,8914,2017-01-18,8871,2
723,8442,2017-01-18,10154,1
724,9478,2017-01-18,10956,5
725,9312,2017-01-18,10574,4
726,9422,2017-01-18,9825,5
727,9164,2017-01-18,11196,4
728,8349,2017-01-18,7912,3
729,8305,2017-01-18,9101,4
730,9018,2017-01-18,11303,4
731,8935,2017-01-18,10675,4
732,9556,2017-01-19,12235,3
733,9449,2017-01-19,8280,3
734,8003,2017-01-19,8993,2
735,9410,2017-01-19,11912,5
736,9312,2017-01-19,10574,4
737,8973,2017-01-19,9454,3
738,9527,2017-01-19,10033,3
739,9548,2017-01-19,12208,5
740,9421,2017-01-19,10957,1
741,9328,2017-01-19,10850,3
742,9316,2017-01-19,11321,3
743,8929,2017-01-19,10359,1
744,9041,2017-01-19,10861,5
745,9065,2017-01-19,10086,1
746,9054,2017-01-19,11335,4
747,9382,2017-01-19,11842,2
748,9421,2017-01-18,10957,5
749,9478,2017-01-19,10956,5
750,9039,2017-01-17,11283,3
751,9505,2017-01-19,5941,4
752,9039,2017-01-18,11283,4
753,9039,2017-01-19,11283,3
754,9023,2017-01-17,11307,2
755,9023,2017-01-18,11307,2
756,9456,2017-01-18,12004,2
757,8349,2017-01-19,7912,3
758,8270,2017-01-17,7341,3
759,8270,2017-01-18,7341,4
760,8270,2017-01-19,7341,2
761,9034,2017-01-18,11319,4
762,8711,2017-01-18,10970,2
763,8711,2017-01-20,10970,1
764,9466,2017-01-19,12025,1
765,8440,2017-01-18,8491,2
766,7195,2016-12-06,8491,5
767,9466,2017-01-20,12025,2
768,9041,2017-01-20,10861,4
769,9342,2017-01-20,3235,2
770,8969,2017-01-20,6546,5
771,9342,2017-01-18,3235,3
772,9312,2017-01-20,10574,5
773,9547,2017-01-20,11363,2
774,9328,2017-01-20,10850,5
775,8764,2017-01-20,11031,5
776,8440,2017-01-20,8491,3
777,9531,2017-01-19,12170,5
778,9531,2017-01-20,12170,4
779,9034,2017-01-20,11319,1
780,8997,2017-01-20,11249,1
781,8349,2017-01-20,7912,5
782,9474,2017-01-20,10975,4
783,8999,2017-01-20,11251,3
784,9561,2017-01-20,12231,4
785,9474,2017-01-18,10975,2
786,9449,2017-01-20,8280,3
787,9024,2017-01-20,11313,2
788,9170,2017-01-20,11519,1
789,9617,2017-01-20,9927,3
790,9565,2017-01-23,12250,1
791,9479,2017-01-23,9959,1
792,9170,2017-01-23,11519,1
793,8003,2017-01-23,8993,3
794,9813,2017-01-23,12517,4
795,9506,2017-01-23,11771,3
796,9560,2017-01-23,6454,5
797,9421,2017-01-23,10957,5
798,10162,2017-01-23,13246,2
799,9478,2017-01-23,10956,5
800,8359,2017-01-23,6980,5
801,9587,2017-01-23,12303,4
802,9516,2017-01-23,12113,5
803,9516,2017-01-20,12113,4
804,9547,2017-01-23,11363,1
805,9257,2017-01-23,11661,4
806,9911,2017-01-23,12819,2
807,9873,2017-01-23,11379,4
808,9893,2017-01-23,3774,1
809,9944,2017-01-23,12481,2
810,9410,2017-01-23,11912,4
811,9382,2017-01-23,11842,2
812,9531,2017-01-23,12170,4
813,9474,2017-01-23,10975,4
814,9024,2017-01-23,11313,5
815,9817,2017-01-23,2741,4
816,9966,2017-01-23,12859,3
817,9614,2017-01-23,12347,4
818,9877,2017-01-23,12739,3
819,9900,2017-01-23,8491,1
820,9977,2017-01-23,12922,4
821,9826,2017-01-23,7912,5
822,9556,2017-01-23,12235,4
823,8711,2017-01-23,10970,5
824,9556,2017-01-24,12235,1
825,9565,2017-01-24,12250,2
826,9906,2017-01-23,12802,3
827,10294,2017-01-24,13397,5
828,9881,2017-01-23,12750,3
829,9587,2017-01-24,12303,1
830,9505,2017-01-24,5941,1
831,9505,2017-01-23,5941,1
832,10232,2017-01-24,2624,1
833,9981,2017-01-24,11872,2
834,9328,2017-01-24,10850,2
835,10231,2017-01-24,13387,2
836,9977,2017-01-24,12922,2
837,9316,2017-01-24,11321,3
838,9479,2017-01-24,9959,5
839,9781,2017-01-24,11303,4
