id,order_id,delivery_date,user_id,rating
1,2026,0000-00-00,3871,5
2,2044,0000-00-00,3915,5
3,2101,0000-00-00,4026,5
4,2177,0000-00-00,2465,4
5,2310,0000-00-00,4420,5
6,2191,0000-00-00,4190,5
7,2240,0000-00-00,4304,3
8,2177,0000-00-00,2465,5
9,2208,0000-00-00,3518,4
10,2164,0000-00-00,4134,5
11,2171,0000-00-00,4154,5
12,2446,0000-00-00,4497,4
13,2058,0000-00-00,3948,4
14,2420,0000-00-00,4612,2
15,2058,0000-00-00,3948,3
16,2420,0000-00-00,4612,4
17,2420,0000-00-00,4612,4
18,2420,0000-00-00,4612,4
19,2058,0000-00-00,3948,4
20,2704,0000-00-00,3999,2
21,2446,0000-00-00,4497,3
22,2446,0000-00-00,4497,4
23,2446,0000-00-00,4497,4
24,2446,0000-00-00,4497,5
25,2446,0000-00-00,4497,3
26,2865,0000-00-00,4676,5
27,2856,0000-00-00,3774,3
28,2841,0000-00-00,5366,5
29,2841,0000-00-00,5366,4
30,2865,0000-00-00,4676,4
31,2799,0000-00-00,3067,1
32,2799,0000-00-00,3067,1
33,2856,0000-00-00,3774,4
34,2856,0000-00-00,3774,3
35,2873,0000-00-00,5086,3
36,2842,0000-00-00,5124,4
37,2895,0000-00-00,4035,3
38,3003,0000-00-00,5519,4
39,3116,0000-00-00,2904,2
40,3075,0000-00-00,5605,5
41,3118,0000-00-00,5644,5
42,3188,0000-00-00,4103,3
43,3275,0000-00-00,5856,4
44,3324,0000-00-00,5910,2
47,3003,0000-00-00,5519,3
48,3003,0000-00-00,5519,5
49,3003,0000-00-00,5519,2
50,3188,0000-00-00,4103,5
51,3424,0000-00-00,5861,5
52,3394,0000-00-00,6036,3
53,3077,0000-00-00,5526,3
54,3492,0000-00-00,6189,5
55,3365,0000-00-00,5978,5
56,3350,0000-00-00,4229,5
57,3382,0000-00-00,3150,5
58,3348,0000-00-00,5941,2
59,3348,0000-00-00,5941,2
60,3365,0000-00-00,5978,5
61,3365,0000-00-00,5978,4
62,3482,0000-00-00,4785,2
63,3506,0000-00-00,4620,3
64,3358,0000-00-00,5970,2
65,3358,0000-00-00,5970,4
66,3358,0000-00-00,5970,4
67,3116,0000-00-00,2904,2
68,3348,0000-00-00,5941,5
69,3460,0000-00-00,6156,4
70,3460,0000-00-00,6156,2
71,3460,0000-00-00,6156,4
74,3365,0000-00-00,5978,5
75,3506,0000-00-00,4620,5
76,3394,0000-00-00,6036,3
77,3482,0000-00-00,4785,5
78,3482,0000-00-00,4785,5
79,3358,0000-00-00,5970,3
80,3416,0000-00-00,6060,3
81,3416,0000-00-00,6060,3
82,3416,0000-00-00,6060,3
83,3416,0000-00-00,6060,3
84,3416,0000-00-00,6060,3
85,3091,0000-00-00,5627,5
86,3526,0000-00-00,6227,5
87,3629,0000-00-00,998,4
88,3700,0000-00-00,6430,2
89,3694,0000-00-00,6482,3
90,3506,0000-00-00,4620,5
91,3672,0000-00-00,6454,5
92,3598,0000-00-00,6358,1
93,3598,0000-00-00,6358,4
94,3598,0000-00-00,6358,5
95,3598,0000-00-00,6358,1
96,3700,0000-00-00,6430,3
97,3694,0000-00-00,6482,3
98,3662,0000-00-00,6434,1
99,3694,0000-00-00,6482,3
100,3683,0000-00-00,6465,1
101,3686,0000-00-00,4785,1
102,3675,0000-00-00,6042,1
103,3676,0000-00-00,6458,3
104,3700,0000-00-00,6430,4
105,3867,0000-00-00,6650,3
106,3700,0000-00-00,6430,3
107,3627,0000-00-00,4686,2
108,3627,0000-00-00,4686,5
109,3627,0000-00-00,4686,5
110,3627,0000-00-00,4686,5
111,3811,0000-00-00,6227,5
112,3679,0000-00-00,6462,3
113,3907,0000-00-00,5137,3
114,3845,0000-00-00,6619,1
115,3686,0000-00-00,4785,1
116,3672,0000-00-00,6454,5
118,3809,0000-00-00,6579,2
119,3809,0000-00-00,6579,3
120,3956,0000-00-00,6729,5
121,3909,0000-00-00,4620,5
122,3686,0000-00-00,4785,5
123,3707,0000-00-00,6039,4
124,4025,0000-00-00,6793,1
125,4011,0000-00-00,6782,5
126,3809,0000-00-00,6579,4
127,3598,0000-00-00,6358,3
128,4004,0000-00-00,6771,4
129,3694,0000-00-00,6482,3
130,3694,0000-00-00,6482,2
131,3707,0000-00-00,6039,2
132,3946,0000-00-00,6716,4
133,3898,0000-00-00,6676,1
134,4004,0000-00-00,6771,5
135,3787,0000-00-00,6097,2
136,3787,0000-00-00,6097,4
137,4092,0000-00-00,5941,2
138,3956,0000-00-00,6729,5
139,3909,0000-00-00,4620,5
140,3786,0000-00-00,6572,1
141,4096,0000-00-00,6529,3
142,3910,0000-00-00,6691,3
143,3849,0000-00-00,2759,3
144,3898,0000-00-00,6676,1
145,4004,0000-00-00,6771,5
146,3845,0000-00-00,6619,1
147,4101,0000-00-00,6861,5
148,4092,0000-00-00,5941,1
149,4092,0000-00-00,5941,4
150,4226,0000-00-00,6987,4
151,3627,0000-00-00,4686,1
152,3627,0000-00-00,4686,1
153,3956,0000-00-00,6729,5
154,3956,0000-00-00,6729,5
155,3849,0000-00-00,2759,1
156,4069,0000-00-00,3755,1
157,4136,0000-00-00,6894,5
158,3787,0000-00-00,6097,4
159,4042,0000-00-00,6803,4
160,3707,0000-00-00,6039,2
161,3899,0000-00-00,6678,3
162,4004,0000-00-00,6771,5
163,4004,0000-00-00,6771,5
164,3909,0000-00-00,4620,3
165,3909,0000-00-00,4620,3
166,4096,0000-00-00,6529,3
167,4096,0000-00-00,6529,2
168,4248,0000-00-00,6587,5
169,4248,0000-00-00,6587,3
170,3829,0000-00-00,6580,5
171,3829,0000-00-00,6580,5
172,3829,0000-00-00,6580,5
173,3829,0000-00-00,6580,5
174,3829,0000-00-00,6580,5
175,3787,0000-00-00,6097,1
176,4341,0000-00-00,2450,2
177,3809,0000-00-00,6579,1
178,4181,0000-00-00,6913,4
179,4324,0000-00-00,4686,1
180,4133,0000-00-00,6892,1
181,4451,0000-00-00,7389,4
182,4382,0000-00-00,7342,3
183,3954,0000-00-00,1145,5
184,3907,0000-00-00,5137,3
185,4248,0000-00-00,6587,5
186,4248,0000-00-00,6587,5
187,3787,0000-00-00,6097,4
188,4382,0000-00-00,7342,4
189,4183,0000-00-00,4436,5
190,4369,0000-00-00,6714,3
191,4376,0000-00-00,7339,4
192,4376,0000-00-00,7339,4
193,4376,0000-00-00,7339,4
194,4220,0000-00-00,6980,3
195,4382,0000-00-00,7342,5
196,4220,0000-00-00,6980,3
197,4329,0000-00-00,7244,5
198,4329,0000-00-00,7244,4
199,4329,0000-00-00,7244,2
200,4329,0000-00-00,7244,4
201,4183,0000-00-00,4436,2
202,4584,0000-00-00,7679,1
203,4557,0000-00-00,2759,1
204,4369,0000-00-00,6714,1
205,4357,0000-00-00,5668,2
206,4461,0000-00-00,7397,1
207,4268,0000-00-00,7097,1
208,4382,0000-00-00,7342,5
209,4384,0000-00-00,6846,3
210,4228,0000-00-00,6904,3
211,4542,0000-00-00,6929,4
212,4730,0000-00-00,5360,1
213,4435,0000-00-00,2655,5
214,4584,0000-00-00,7679,3
215,4542,0000-00-00,6929,4
216,4633,0000-00-00,6227,5
217,4756,0000-00-00,7860,5
218,4561,0000-00-00,6980,3
219,4627,0000-00-00,6229,4
220,4568,0000-00-00,7658,5
221,4164,0000-00-00,5941,1
222,4681,0000-00-00,7816,5
223,4727,0000-00-00,7840,2
224,4316,0000-00-00,7240,3
225,4316,0000-00-00,7240,4
226,4800,0000-00-00,6353,3
227,4820,0000-00-00,7912,4
228,4635,0000-00-00,7784,4
229,4561,0000-00-00,6980,2
230,4547,0000-00-00,7602,4
231,4727,0000-00-00,7840,3
232,4678,0000-00-00,1092,3
233,4584,0000-00-00,7679,4
234,4798,0000-00-00,7878,4
235,4629,0000-00-00,7771,2
236,4681,0000-00-00,7816,4
237,4730,0000-00-00,5360,2
238,4586,0000-00-00,7682,3
239,4800,0000-00-00,6353,5
240,4534,0000-00-00,6029,1
241,4376,0000-00-00,7339,4
242,4376,0000-00-00,7339,4
243,4584,0000-00-00,7679,5
244,4820,0000-00-00,7912,3
245,4627,0000-00-00,6229,4
246,4526,0000-00-00,6541,5
247,4526,0000-00-00,6541,5
248,4681,0000-00-00,7816,5
249,4730,0000-00-00,5360,4
250,4898,0000-00-00,7968,5
251,4800,0000-00-00,6353,5
252,4820,0000-00-00,7912,3
253,4871,0000-00-00,7947,5
254,4920,0000-00-00,7988,4
255,4662,0000-00-00,7755,3
256,4920,0000-00-00,7988,4
257,4745,0000-00-00,6846,1
258,4662,0000-00-00,7755,4
259,4662,0000-00-00,7755,3
260,4898,0000-00-00,7968,5
261,4820,0000-00-00,7912,4
262,4800,0000-00-00,6353,4
263,4649,0000-00-00,7792,3
264,4760,0000-00-00,5813,2
265,4760,0000-00-00,5813,2
266,4760,0000-00-00,5813,2
267,4760,0000-00-00,5813,2
268,4727,0000-00-00,7840,4
269,4542,0000-00-00,6929,4
270,4800,0000-00-00,6353,4
271,4833,0000-00-00,3992,5
272,5004,0000-00-00,7377,1
273,4820,0000-00-00,7912,2
274,4950,0000-00-00,8025,5
275,4920,0000-00-00,7988,5
276,4888,0000-00-00,7911,3
277,4920,0000-00-00,7988,5
278,5094,0000-00-00,8083,3
279,4334,0000-00-00,7252,5
280,4888,0000-00-00,7911,3
281,4547,0000-00-00,7602,4
282,4961,0000-00-00,6443,3
283,4949,0000-00-00,5137,3
284,4949,0000-00-00,5137,3
285,5292,0000-00-00,7912,3
286,5300,0000-00-00,8302,3
287,4964,0000-00-00,6980,1
288,5395,0000-00-00,8369,3
289,5292,0000-00-00,7912,4
290,5195,0000-00-00,6353,5
291,5195,0000-00-00,6353,3
292,5207,0000-00-00,3142,4
293,5207,0000-00-00,3142,1
294,5207,0000-00-00,3142,4
295,5207,0000-00-00,3142,4
296,5395,0000-00-00,8369,4
298,5292,0000-00-00,7912,1
299,5300,0000-00-00,8302,4
300,5212,0000-00-00,8214,4
301,5212,0000-00-00,8214,3
305,5212,0000-00-00,8214,4
306,5227,0000-00-00,8220,3
307,5292,0000-00-00,7912,3
308,5300,0000-00-00,8302,5
309,5443,0000-00-00,746,2
310,5212,0000-00-00,8214,4
311,5292,0000-00-00,7912,3
312,5395,0000-00-00,8369,3
315,5500,0000-00-00,8469,3
316,5500,0000-00-00,8469,5
317,5623,0000-00-00,8549,4
318,5329,0000-00-00,8140,1
319,4334,0000-00-00,7252,5
320,5500,0000-00-00,8469,3
321,5615,0000-00-00,2695,4
322,5615,0000-00-00,2695,4
323,5615,0000-00-00,2695,4
324,5776,0000-00-00,8653,5
325,5615,0000-00-00,2695,2
326,5687,0000-00-00,5931,4
327,5500,0000-00-00,8469,3
328,5919,0000-00-00,8760,4
329,5937,0000-00-00,8749,3
330,5243,0000-00-00,8235,4
331,5621,0000-00-00,8200,4
332,5475,0000-00-00,8450,4
333,5975,0000-00-00,5137,4
334,5588,0000-00-00,8047,3
335,5588,0000-00-00,8047,5
336,5937,0000-00-00,8749,4
337,5391,0000-00-00,5627,4
338,5624,0000-00-00,4620,3
339,5624,0000-00-00,4620,3
340,5624,0000-00-00,4620,5
341,5665,0000-00-00,3862,3
342,5665,0000-00-00,3862,5
343,5665,0000-00-00,3862,5
344,5425,0000-00-00,8409,3
345,6080,0000-00-00,8844,5
346,5937,0000-00-00,8749,4
347,5937,0000-00-00,8749,4
348,6025,0000-00-00,8827,5
349,5994,0000-00-00,6353,3
350,5975,0000-00-00,5137,1
351,6151,0000-00-00,8904,4
352,6080,0000-00-00,8844,5
353,6325,0000-00-00,8987,5
354,6325,0000-00-00,8987,2
355,5937,0000-00-00,8749,5
356,5588,0000-00-00,8047,4
357,5588,0000-00-00,8047,5
358,6125,0000-00-00,2224,4
359,6125,0000-00-00,2224,4
360,6233,0000-00-00,8951,5
361,6233,0000-00-00,8951,5
362,6233,0000-00-00,8951,4
363,6233,0000-00-00,8951,5
364,6303,0000-00-00,8981,3
365,6303,0000-00-00,8981,4
366,6303,0000-00-00,8981,4
367,6136,0000-00-00,8320,3
368,5588,0000-00-00,8047,4
369,5588,0000-00-00,8047,5
370,6465,0000-00-00,4612,4
371,6270,0000-00-00,7791,3
372,6257,0000-00-00,3975,1
373,6284,0000-00-00,4416,2
374,6598,0000-00-00,9160,4
375,6621,0000-00-00,9166,4
376,6598,0000-00-00,9160,4
377,6450,0000-00-00,9049,5
378,5489,0000-00-00,6325,5
379,6584,0000-00-00,8920,3
380,6598,0000-00-00,9160,4
381,6498,0000-00-00,8372,2
382,6687,0000-00-00,9205,5
383,6598,0000-00-00,9160,3
384,6466,0000-00-00,5519,4
385,6466,0000-00-00,5519,1
386,6466,0000-00-00,5519,4
387,6687,0000-00-00,9205,5
388,6854,0000-00-00,9286,5
389,6906,0000-00-00,9387,5
390,6798,0000-00-00,8871,2
391,6825,0000-00-00,9289,3
392,6675,0000-00-00,7912,5
393,6687,0000-00-00,9205,5
394,6687,0000-00-00,9205,5
395,6935,0000-00-00,9408,5
396,6802,0000-00-00,9298,4
397,6862,0000-00-00,8653,3
398,6862,0000-00-00,8653,5
399,6850,0000-00-00,9362,4
400,6854,0000-00-00,9286,4
401,6834,0000-00-00,9351,2
402,6834,0000-00-00,9351,5
403,6935,0000-00-00,9408,5
404,6675,0000-00-00,7912,4
405,6825,0000-00-00,9289,4
406,6835,0000-00-00,2741,5
407,6835,0000-00-00,2741,4
408,6949,0000-00-00,9412,4
409,6949,0000-00-00,9412,5
410,6691,0000-00-00,6353,5
411,6691,0000-00-00,6353,4
412,6825,0000-00-00,9289,2
413,6835,0000-00-00,2741,5
414,6834,0000-00-00,9351,4
415,6802,0000-00-00,9298,5
416,6802,0000-00-00,9298,5
417,6687,0000-00-00,9205,5
418,6675,0000-00-00,7912,3
419,6935,0000-00-00,9408,5
420,6854,0000-00-00,9286,5
421,5588,0000-00-00,8047,5
422,7031,0000-00-00,9462,5
423,6834,0000-00-00,9351,5
424,6798,0000-00-00,8871,5
425,6866,0000-00-00,4620,3
426,6866,0000-00-00,4620,3
427,6866,0000-00-00,4620,5
428,6825,0000-00-00,9289,4
429,6775,0000-00-00,5941,1
430,6675,0000-00-00,7912,5
431,6935,0000-00-00,9408,4
432,7120,0000-00-00,9323,5
433,6949,0000-00-00,9412,3
434,7044,0000-00-00,5519,5
435,7230,0000-00-00,9265,3
436,7118,0000-00-00,9512,3
437,7120,0000-00-00,9323,5
438,7031,0000-00-00,9462,5
439,7031,0000-00-00,9462,4
440,6833,0000-00-00,5753,4
441,7002,0000-00-00,7602,2
442,7120,0000-00-00,9323,2
443,6687,0000-00-00,9205,5
444,6687,0000-00-00,9205,5
445,6687,0000-00-00,9205,5
446,7120,0000-00-00,9323,3
447,7031,0000-00-00,9462,4
448,7289,0000-00-00,9644,4
449,7289,0000-00-00,9644,3
450,7307,0000-00-00,9659,5
452,7284,0000-00-00,7912,4
453,7031,0000-00-00,9462,5
454,7307,0000-00-00,9659,4
455,7120,0000-00-00,9323,3
456,7307,0000-00-00,9659,5
457,7475,0000-00-00,1074,3
458,7380,0000-00-00,9724,3
