"id","user_id"
26496,353
26965,353
27275,353
27450,353
28223,353
28225,353
28352,353
28356,353
28357,353
28358,353
28359,353
28366,353
28369,353
28430,353
28446,353
28605,353
29434,353
29813,353
30575,353
31068,353
31745,353
32186,353
32560,353
34698,353
34699,353
34817,353
34850,353
35148,353
35149,353
35365,353
35368,353
35369,353
35370,353
35741,353
35742,353
36800,353
37884,353
38168,353
38700,353
40642,353
40867,353
44554,353
47091,353
47121,353
48389,353
48390,353
59120,353
61192,353
61204,353
65134,353
65183,353
65208,353
65355,353
65639,353
65863,353
65873,353
65887,353
65953,353
65978,353
66020,353
66034,353
66047,353
66078,353
66129,353
66130,353
66692,353
66694,353
66767,353
66768,353
67468,353
67490,353
68692,353
68975,353
68976,353
68977,353
69039,353
69309,353
69935,353
71793,353
71794,353
72428,353
74243,353
74266,353
74329,353
74702,353
74704,353
74706,353
76624,353
78071,353
78774,353
79583,353
80391,353
80515,353
81475,353
81654,353
81662,353
82068,353
82077,353
82078,353
82165,353
82437,353
82438,353
82449,353
83124,353
85240,353
87906,353
88218,353
88219,353
88221,353
88495,353
91232,353
91333,353
95849,353
100685,353
103129,353
105627,353
107155,353
107292,353
108069,353
109097,353
109761,353
252,359
56673,359
240,362
246,362
368,362
369,362
375,362
376,362
377,362
383,362
384,362
385,362
386,362
2410,369
2073,374
2074,374
2076,374
19117,381
19159,381
19223,381
19229,381
75510,388
1104,391
24119,394
47111,394
47113,394
63000,394
495,416
496,416
497,416
498,416
691,416
692,416
262,431
417,431
418,431
443,431
444,431
445,431
461,431
462,431
758,431
759,431
1015,431
1017,431
1020,431
1023,431
12720,431
17829,431
17831,431
19206,431
20583,431
21161,431
22765,431
23980,431
43325,431
56356,431
58399,431
62925,431
80472,431
80480,431
89287,431
89289,431
95497,431
238,436
239,436
2110,452
4131,452
12230,462
2078,466
59628,466
59629,466
62711,466
64573,466
64577,466
422,492
423,492
424,492
425,492
3371,502
3373,502
74984,503
108139,503
296,511
250,513
251,513
253,515
254,515
83251,535
11652,537
12171,537
25983,537
26319,537
86108,537
87924,537
87932,537
87988,537
87996,537
88009,537
88011,537
88015,537
90303,537
90419,537
90422,537
90427,537
90432,537
92071,537
92074,537
92300,537
92303,537
92362,537
92363,537
92368,537
95249,537
98119,537
98121,537
99935,537
111699,537
115028,537
115030,537
115032,537
115034,537
18856,559
3263,589
25583,589
26194,589
30118,589
30228,589
31631,589
35933,589
37209,589
49868,589
80920,589
292,604
293,604
390,606
3708,617
3717,617
3733,617
17243,624
17444,631
19208,631
19209,631
20121,631
276,633
282,633
284,633
286,633
288,633
297,633
298,633
299,633
300,633
302,633
310,633
311,633
312,633
317,633
318,633
319,633
320,633
321,633
326,633
374,633
416,633
421,633
446,633
449,633
480,633
481,633
482,633
484,633
485,633
486,633
487,633
612,633
623,633
644,633
676,633
685,633
721,633
722,633
723,633
724,633
725,633
726,633
728,633
729,633
884,633
967,633
969,633
970,633
1211,633
1212,633
1217,633
1218,633
1280,633
1281,633
1314,633
1405,633
1409,633
1685,633
1686,633
1711,633
1712,633
1749,633
1828,633
1851,633
3047,633
3048,633
3060,633
4914,633
4915,633
5470,633
5471,633
5472,633
7918,633
8012,633
8723,633
8724,633
8736,633
8737,633
8995,633
9373,633
9374,633
9566,633
10433,633
10436,633
10601,633
10602,633
10603,633
10604,633
12014,633
12740,633
12742,633
13189,633
13784,633
15809,633
15810,633
15870,633
15871,633
15874,633
15875,633
16330,633
17266,633
21749,643
21890,643
21891,643
24564,643
9384,647
12897,647
358,651
361,651
362,651
21558,659
22035,659
22437,659
22683,659
23116,659
24543,659
24920,659
25569,659
26487,659
28014,659
29674,659
67941,659
355,671
356,671
51747,671
308,683
521,683
613,683
614,683
972,683
1142,683
1502,683
1321,692
1322,692
1323,692
303,693
349,693
350,693
351,693
352,693
353,693
354,693
379,693
380,693
570,698
493,707
494,707
530,707
583,707
366,708
367,708
1551,710
615,721
1045,721
41696,723
105584,739
107635,739
107662,739
110023,739
1048,746
1087,746
4578,746
5012,746
5442,746
5443,746
5755,746
5842,746
6066,746
707,751
1083,751
43129,755
51737,755
2140,756
12363,771
9593,779
387,791
458,791
459,791
560,791
561,791
562,791
563,791
581,791
22605,805
388,813
389,813
391,820
550,823
551,823
392,843
393,843
394,843
395,843
419,843
420,843
442,843
744,843
400,857
456,888
457,888
543,896
791,896
2534,896
3889,896
4938,896
6994,896
447,897
499,897
518,897
519,897
520,897
699,915
604,931
535,932
625,932
1492,932
1505,932
3556,932
5316,932
52817,932
56963,932
5101,936
1303,938
17543,938
17544,938
17605,938
24370,938
24468,938
31609,938
69027,938
74251,938
74254,938
86707,938
110104,938
111736,938
15026,946
15027,946
500,949
501,949
506,955
740,957
741,957
3046,957
4076,957
4520,957
5672,957
8379,957
36039,957
44300,957
101579,957
507,961
104313,970
107282,970
110436,970
509,971
510,971
82211,976
47544,983
49909,983
52176,983
61182,983
800,985
874,985
537,987
538,988
3629,998
4166,998
36287,1004
36289,1004
559,1008
82212,1020
98012,1020
102457,1020
111193,1020
573,1027
584,1029
828,1032
598,1035
587,1044
590,1044
591,1044
592,1044
593,1044
594,1044
595,1044
1606,1044
596,1052
597,1052
68582,1068
68586,1068
80659,1068
23287,1070
23382,1070
23383,1070
2612,1071
15611,1071
17403,1071
18225,1071
21236,1071
21238,1071
21239,1071
22292,1071
23329,1071
23635,1071
24318,1071
27621,1071
29167,1071
29169,1071
29170,1071
34936,1071
40782,1071
40783,1071
42156,1071
42475,1071
84570,1071
599,1073
7475,1074
8085,1074
24327,1074
26179,1074
34105,1074
79146,1074
109366,1074
22335,1076
22489,1076
22490,1076
23451,1076
23452,1076
23477,1076
23906,1076
24940,1076
28448,1076
51932,1087
54908,1087
54909,1087
55121,1087
55122,1087
55243,1087
55259,1087
59399,1087
59403,1087
61737,1087
65977,1087
74021,1087
4612,1092
4677,1092
4678,1092
5028,1092
1511,1117
39124,1121
871,1128
1418,1128
1667,1128
2391,1128
43480,1128
45026,1128
48762,1128
42524,1134
52087,1134
64310,1134
74685,1134
78319,1134
89282,1134
102419,1134
102420,1134
108240,1134
600,1136
44454,1140
47084,1140
47932,1140
601,1145
701,1145
702,1145
703,1145
822,1145
850,1145
1687,1145
2401,1145
2992,1145
3954,1145
6485,1145
7537,1145
7728,1145
97891,1145
101672,1145
103254,1145
111789,1145
36819,1157
602,1158
663,1168
664,1168
665,1168
781,1168
820,1176
46505,1186
627,1195
608,1208
609,1208
610,1208
611,1209
617,1209
656,1209
789,1209
790,1209
618,1227
641,1227
619,1250
25458,1251
621,1252
622,1252
628,1272
629,1272
633,1282
634,1282
16697,1282
16700,1282
16722,1282
16723,1282
16724,1282
16725,1282
17299,1282
17634,1282
635,1283
85823,1283
58975,1284
61233,1284
63394,1284
71548,1284
75647,1284
2232,1287
3070,1287
636,1288
654,1291
655,1291
735,1291
794,1291
796,1291
855,1291
935,1291
1043,1291
10107,1311
10108,1311
10111,1311
10117,1311
10764,1311
10765,1311
711,1312
761,1312
762,1312
638,1317
639,1317
640,1317
642,1327
774,1327
28428,1327
28429,1327
35713,1327
36803,1327
75980,1327
6865,1328
40457,1328
827,1331
829,1331
830,1331
857,1331
862,1331
650,1334
809,1334
810,1334
812,1334
815,1334
817,1334
818,1334
819,1334
1350,1334
1351,1334
23672,1334
46804,1334
727,1344
1449,1344
1307,1351
1308,1351
1515,1353
658,1356
660,1356
666,1359
772,1359
824,1359
659,1361
714,1364
669,1367
670,1368
672,1370
881,1370
673,1371
66699,1371
67509,1371
71313,1371
73581,1371
74001,1371
674,1372
675,1373
1187,1376
677,1377
678,1378
679,1380
716,1380
717,1380
718,1380
719,1380
730,1380
732,1380
901,1380
903,1380
917,1380
1000,1380
1480,1380
1506,1380
1841,1380
680,1384
1653,1384
1654,1384
2924,1384
2925,1384
4589,1384
8058,1384
8297,1384
8298,1384
12269,1384
681,1385
1102,1385
1103,1385
1112,1385
1463,1385
712,1386
682,1387
684,1388
778,1388
779,1388
799,1388
872,1388
686,1389
687,1390
756,1392
1296,1392
1473,1392
1805,1392
1806,1392
1816,1392
2098,1392
2099,1392
2385,1392
2662,1392
2663,1392
2664,1392
2961,1392
3004,1392
3244,1392
3327,1392
3346,1392
3446,1392
3463,1392
3464,1392
3465,1392
3557,1392
3804,1392
3807,1392
3810,1392
3861,1392
3863,1392
4138,1392
4141,1392
4553,1392
4769,1392
4819,1392
5309,1392
7238,1392
689,1393
690,1393
2038,1395
6165,1395
82741,1395
82754,1395
700,1397
693,1399
694,1399
696,1401
697,1401
698,1402
934,1404
708,1406
750,1406
46697,1406
46701,1406
46713,1406
46715,1406
49421,1406
52528,1406
57158,1406
84071,1406
715,1407
47149,1407
49423,1407
52514,1407
55748,1407
58907,1407
61176,1407
66407,1407
68285,1407
73562,1407
77633,1407
79483,1407
96449,1407
98031,1407
98032,1407
98192,1407
105287,1407
107307,1407
114076,1407
114082,1407
709,1408
710,1410
713,1413
6029,1417
6349,1417
720,1424
733,1424
731,1427
821,1428
64899,1430
69167,1430
78437,1430
83704,1430
83707,1430
83709,1430
85692,1430
1136,1432
1137,1432
1483,1432
1484,1432
1485,1432
1491,1432
1493,1432
1494,1432
1495,1432
1496,1432
2090,1432
2091,1432
2863,1432
3196,1432
3273,1432
4319,1432
6341,1432
6352,1432
11710,1432
14049,1432
14265,1432
14306,1432
14307,1432
14994,1432
15349,1432
15352,1432
15591,1432
15684,1432
15686,1432
15858,1432
16476,1432
16477,1432
16480,1432
16482,1432
16484,1432
16486,1432
16487,1432
16488,1432
16785,1432
16787,1432
17319,1432
17849,1432
18070,1432
18071,1432
18261,1432
18316,1432
19156,1432
19902,1432
19912,1432
19913,1432
19914,1432
19953,1432
19961,1432
19962,1432
20821,1432
20948,1432
20967,1432
21067,1432
21069,1432
21072,1432
21077,1432
21198,1432
21216,1432
21918,1432
21920,1432
22591,1432
22599,1432
22993,1432
23411,1432
23412,1432
23413,1432
24298,1432
24360,1432
26416,1432
34662,1432
35336,1432
47512,1432
47515,1432
52442,1432
56701,1432
62091,1432
73135,1432
73136,1432
73138,1432
73139,1432
736,1439
737,1439
738,1439
745,1440
747,1440
813,1440
814,1440
846,1440
1624,1440
1631,1440
739,1442
764,1444
765,1444
766,1444
767,1444
768,1444
769,1444
770,1444
1427,1444
746,1447
801,1447
804,1447
922,1447
1009,1447
1195,1447
748,1454
940,1454
941,1454
749,1458
891,1458
1472,1464
1603,1464
4909,1464
4910,1464
751,1466
752,1466
753,1467
760,1473
928,1473
1032,1473
1098,1473
1157,1473
785,1476
803,1476
873,1476
798,1477
902,1477
771,1480
793,1480
898,1480
2029,1480
2324,1480
2644,1480
2668,1480
4419,1480
763,1483
773,1488
1510,1505
85786,1505
6012,1515
6316,1515
823,1520
1415,1520
776,1521
777,1528
826,1531
83500,1532
1006,1533
1152,1533
3390,1533
784,1540
786,1544
792,1548
795,1549
797,1550
802,1552
805,1555
806,1559
844,1559
920,1559
5210,1559
807,1560
808,1564
811,1564
74991,1564
816,1569
930,1569
931,1569
975,1569
51582,1572
69359,1572
83621,1572
100492,1572
100501,1572
108699,1572
111385,1572
833,1577
834,1579
835,1580
836,1581
1054,1581
2599,1581
3392,1581
3790,1581
14901,1581
837,1583
838,1583
841,1584
843,1584
845,1589
847,1592
848,1592
849,1592
851,1596
1371,1596
900,1599
853,1601
854,1601
10789,1601
11563,1601
47436,1602
856,1603
869,1606
905,1606
906,1606
907,1606
908,1606
925,1606
945,1606
976,1606
980,1606
1155,1606
7105,1606
7106,1606
7107,1606
7108,1606
7109,1606
7133,1606
7275,1606
7293,1606
7369,1606
7980,1606
7981,1606
7982,1606
7985,1606
7986,1606
8952,1606
9264,1606
9265,1606
9266,1606
9267,1606
9268,1606
11161,1606
14132,1606
16627,1606
16628,1606
16629,1606
16650,1606
16967,1606
16968,1606
16969,1606
19066,1606
19067,1606
19068,1606
19069,1606
19079,1606
19080,1606
20912,1606
20913,1606
20914,1606
20916,1606
21042,1606
21217,1606
21218,1606
21871,1606
21872,1606
21873,1606
21874,1606
22009,1606
22010,1606
22012,1606
22117,1606
22118,1606
22120,1606
22122,1606
22828,1606
23174,1606
23175,1606
23651,1606
23972,1606
24225,1606
24232,1606
866,1608
870,1608
944,1608
946,1608
952,1608
954,1608
955,1608
956,1608
982,1608
984,1608
996,1608
997,1608
1011,1608
1012,1608
1013,1608
1025,1608
1026,1608
1036,1608
1037,1608
1038,1608
1040,1608
1081,1608
1092,1608
1093,1608
1099,1608
1100,1608
1140,1608
1141,1608
1150,1608
1151,1608
1179,1608
1181,1608
1184,1608
1201,1608
1250,1608
1251,1608
1252,1608
1253,1608
1275,1608
1276,1608
1318,1608
1370,1608
1403,1608
1410,1608
1411,1608
1420,1608
1421,1608
2088,1608
2414,1608
2505,1608
2691,1608
2692,1608
2693,1608
2695,1608
2698,1608
2726,1608
2727,1608
2812,1608
2975,1608
2976,1608
3108,1608
3109,1608
3152,1608
3251,1608
3253,1608
3254,1608
3255,1608
3307,1608
3620,1608
3797,1608
3798,1608
3933,1608
3934,1608
3935,1608
3936,1608
3937,1608
4171,1608
4174,1608
4176,1608
4177,1608
4232,1608
4233,1608
4479,1608
4480,1608
4481,1608
4483,1608
4484,1608
4615,1608
4797,1608
4799,1608
4801,1608
4911,1608
5194,1608
5407,1608
5409,1608
5608,1608
5609,1608
5617,1608
5730,1608
5805,1608
5941,1608
5966,1608
6072,1608
6073,1608
6076,1608
6078,1608
6079,1608
6081,1608
6082,1608
6090,1608
6091,1608
6092,1608
6093,1608
6357,1608
6359,1608
6365,1608
6392,1608
6393,1608
6470,1608
6471,1608
6472,1608
6473,1608
6478,1608
6650,1608
6651,1608
6654,1608
6727,1608
6794,1608
6963,1608
7000,1608
7001,1608
7019,1608
7020,1608
7103,1608
7110,1608
7111,1608
7113,1608
7140,1608
7272,1608
7273,1608
7346,1608
7354,1608
7358,1608
7394,1608
7412,1608
7431,1608
7550,1608
7591,1608
7592,1608
7600,1608
7602,1608
7617,1608
7824,1608
7861,1608
7862,1608
7969,1608
7974,1608
7975,1608
7976,1608
7987,1608
7988,1608
7989,1608
7990,1608
7991,1608
7992,1608
8179,1608
8182,1608
8183,1608
8184,1608
8245,1608
8247,1608
8374,1608
8375,1608
8456,1608
8476,1608
8682,1608
8918,1608
9331,1608
10622,1608
10628,1608
11179,1608
11180,1608
11183,1608
11185,1608
11193,1608
11194,1608
11333,1608
11839,1608
11899,1608
12089,1608
12090,1608
12091,1608
12092,1608
12184,1608
12185,1608
12722,1608
13061,1608
13062,1608
13064,1608
13068,1608
13215,1608
13216,1608
13518,1608
14185,1608
14209,1608
14229,1608
14230,1608
14237,1608
14248,1608
14249,1608
14254,1608
14357,1608
14359,1608
14719,1608
14862,1608
14952,1608
15378,1608
15384,1608
15674,1608
15675,1608
15676,1608
15704,1608
16620,1608
16749,1608
16926,1608
16927,1608
16929,1608
16930,1608
17056,1608
17057,1608
17060,1608
17073,1608
17235,1608
17236,1608
17237,1608
17240,1608
17344,1608
17345,1608
17346,1608
17347,1608
17349,1608
17531,1608
17532,1608
18456,1608
18457,1608
18458,1608
18941,1608
18942,1608
18943,1608
18944,1608
18945,1608
19014,1608
19074,1608
19075,1608
19076,1608
19177,1608
19178,1608
19181,1608
19187,1608
19827,1608
19828,1608
21040,1608
21041,1608
21247,1608
21417,1608
21765,1608
21766,1608
21870,1608
21875,1608
22712,1608
22730,1608
22738,1608
22739,1608
22740,1608
22964,1608
22965,1608
22966,1608
22967,1608
23017,1608
23353,1608
23355,1608
23356,1608
23358,1608
23408,1608
23410,1608
867,1609
868,1609
885,1609
909,1609
947,1609
948,1609
949,1609
1014,1609
1091,1609
899,1615
875,1616
876,1617
877,1618
878,1619
879,1620
880,1621
882,1623
883,1624
886,1625
950,1625
951,1625
5940,1625
887,1626
3311,1626
888,1627
890,1632
1041,1632
892,1634
894,1635
895,1635
896,1635
897,1635
1078,1635
1079,1635
1356,1635
893,1636
1509,1637
3712,1637
21208,1637
21209,1637
21210,1637
21395,1637
21579,1637
21737,1637
21738,1637
22132,1637
22133,1637
22134,1637
22137,1637
22177,1637
22391,1637
22595,1637
22596,1637
22608,1637
68337,1637
68342,1637
22198,1640
22343,1640
22550,1640
23019,1640
23152,1640
23849,1640
24865,1640
25201,1640
28786,1640
28787,1640
28788,1640
28935,1640
34697,1640
44559,1640
50456,1640
52252,1640
66185,1640
66469,1640
74125,1640
75719,1640
88732,1640
88735,1640
88749,1640
89245,1640
98250,1640
98750,1640
98759,1640
108087,1640
108090,1640
108096,1640
904,1641
3210,1641
921,1642
910,1644
911,1645
912,1646
913,1647
914,1648
915,1649
916,1650
918,1654
919,1655
1064,1655
1173,1655
1254,1655
1294,1655
1345,1655
1355,1655
1373,1655
923,1665
924,1670
926,1678
1016,1678
2728,1678
2977,1678
927,1680
5217,1680
5218,1680
5408,1680
7983,1680
929,1682
932,1687
10205,1687
11016,1687
11301,1687
11871,1687
12573,1687
12931,1687
942,1689
936,1695
937,1699
938,1700
993,1702
82765,1703
943,1714
92130,1716
92829,1716
92833,1716
93264,1716
102150,1716
112369,1716
953,1720
981,1720
1024,1720
1080,1720
1153,1720
1178,1720
1199,1720
1234,1720
1316,1720
1349,1720
1827,1720
2575,1720
2723,1720
2725,1720
3312,1720
3313,1720
3530,1720
3784,1720
3913,1720
4223,1720
4598,1720
4600,1720
6075,1720
7843,1720
17746,1720
17747,1720
17748,1720
18054,1720
18055,1720
18134,1720
18135,1720
18611,1720
18612,1720
18613,1720
18614,1720
18946,1720
18947,1720
18979,1720
19082,1720
19083,1720
19084,1720
19085,1720
19186,1720
19910,1720
19934,1720
19935,1720
20014,1720
20020,1720
20029,1720
20472,1720
20473,1720
20659,1720
21043,1720
21044,1720
21045,1720
21202,1720
21220,1720
21221,1720
21222,1720
21223,1720
21248,1720
21400,1720
21416,1720
21496,1720
21497,1720
21503,1720
21505,1720
21760,1720
21761,1720
21846,1720
21847,1720
21848,1720
21850,1720
21853,1720
21854,1720
22022,1720
22023,1720
22025,1720
22028,1720
22029,1720
22034,1720
22113,1720
23593,1720
23970,1720
957,1722
985,1722
1027,1722
958,1724
977,1724
978,1724
1021,1724
1022,1724
1028,1724
1086,1724
1154,1724
1186,1724
1242,1724
13980,1727
14346,1727
15510,1727
17431,1727
17783,1727
18160,1727
18470,1727
19037,1727
19330,1727
19332,1727
19941,1727
2245,1728
19717,1728
20042,1728
21009,1728
23709,1729
24094,1729
24772,1729
24887,1729
24888,1729
24941,1729
25430,1729
25901,1729
28733,1729
31632,1729
35724,1729
36733,1729
39399,1729
40444,1729
44211,1729
56962,1729
61134,1729
62965,1729
65635,1729
75699,1729
79844,1729
80035,1729
80036,1729
81076,1729
81713,1729
96330,1729
108570,1729
108887,1729
962,1730
963,1730
966,1730
974,1732
1068,1732
1125,1732
1175,1732
1176,1732
983,1733
986,1734
1082,1734
1458,1734
2729,1734
987,1735
1197,1735
1198,1735
1503,1735
1541,1735
81783,1735
81785,1735
81788,1735
81792,1735
81795,1735
988,1736
1018,1736
1019,1736
100676,1736
100682,1736
100683,1736
103961,1736
989,1737
990,1737
10677,1737
1050,1738
994,1739
995,1739
998,1741
999,1742
1001,1745
1799,1745
1002,1746
1062,1746
1063,1746
1003,1747
1095,1747
1127,1747
7513,1747
1005,1748
1752,1748
3098,1748
1010,1750
1090,1750
1299,1750
1399,1750
1029,1751
109808,1751
1030,1753
1031,1753
1074,1753
1075,1753
1076,1753
1126,1753
