22893,24278,8,-6.2854557,106.8336432
22910,23589,6,-6.2910688,106.8421925
22929,24519,3,-6.2174223,106.8301777
22665,14968,3,-6.235609,106.8458341
22900,24036,2,-6.2872015,106.7790688
22877,24152,2,-6.2906819,106.7955595
22503,20764,2,-6.2302354,106.8117875
22866,21913,1,-6.1513306,106.7126342
22885,9296,50,-6.1579018,106.7647341
22917,10923,3,-6.130553,106.821312
22824,24448,1,-6.1757267,106.8114983
22902,23524,1,-6.2278787,106.8255871
22891,20912,1,-6.1049406,106.7517141
22692,20913,1,-6.1050809,106.7515751
22550,1640,1,-6.1667956,106.7088362
22236,23581,1,-6.1418555,106.8281622
22647,18087,2,-6.1948194,106.8955104
22852,16550,2,-6.2593116,106.8454504
22859,14246,1,-6.269236,106.846511
22873,24016,1,-6.3016702,106.832956
22819,9931,1,-6.1788227,106.8648707
22823,18163,1,-6.2318597,106.8473377
22936,23945,1,-6.1820073,106.8794528
22920,20366,1,-6.2146862,106.8310865
22921,2450,1,-6.298252,106.829844
22799,24419,1,-6.190941,106.827475
22934,24522,1,-6.300677,106.8331925
22886,22763,1,-6.1925529,106.8223526
22644,7255,1,-6.283604,106.829721
22487,23486,1,-6.2386502,106.8240774
22534,12740,1,-6.300677,106.8331925
22431,18403,1,-6.2642921,106.8084818
22292,1071,1,-6.16563,106.839276
22338,24101,1,-6.2257826,106.8047944
22580,18917,1,-6.2329071,106.8311583
22620,3472,1,-6.2535892,106.8011494
22753,24090,1,-6.2825316,106.7920789
22727,12543,1,-6.227064,106.8081298
22762,11661,1,-6.2257804,106.8189988
22664,7847,1,-6.2455234,106.8262725
22685,9205,1,-6.203403,106.8234996
22683,659,1,-6.272818,106.77766
22542,9802,6,-6.2254512,106.8051631
22922,8909,2,-6.2413726,106.7873664
22913,23877,2,-6.2251267,106.79912
22845,21425,2,-6.2632031,106.7920538
22869,24410,1,-6.26982,106.753618
22872,15108,1,-6.2308763,106.8096101
22871,6789,1,-6.2308763,106.8096101
22817,20783,1,-6.2812623,106.8248378
22919,6,1,-6.2308763,106.8096101
22659,22550,1,-6.2250869,106.8256162
22930,19477,1,-6.2354237,106.7805878
22909,17058,1,-6.2251,106.80557
22539,19174,1,-6.2248166,106.8102021
22553,10562,1,-6.2279504,106.79954
22472,23443,1,-6.2449234,106.8082136
22893,24278,8,-6.2854557,106.8336432
22910,23589,6,-6.2910688,106.8421925
22948,24264,5,-6.223694,106.809119
22929,24519,3,-6.2174223,106.8301777
22665,14968,3,-6.235609,106.8458341
22900,24036,2,-6.2872015,106.7790688
22877,24152,2,-6.2906819,106.7955595
22885,9296,50,-6.1579018,106.7647341
22917,10923,3,-6.130553,106.821312
22891,20912,1,-6.1049406,106.7517141
22692,20913,1,-6.1050809,106.7515751
22902,23524,1,-6.2278787,106.8255871
22824,24448,1,-6.1757267,106.8114983
22550,1640,1,-6.1667956,106.7088362
22472,23443,1,-6.2449234,106.8082136
22236,23581,1,-6.1418555,106.8281622
22338,24101,1,-6.2257826,106.8047944
22431,18403,1,-6.2642921,106.8084818
22644,7255,1,-6.283604,106.829721
22799,24419,1,-6.190941,106.827475
22817,20783,1,-6.2812623,106.8248378
22762,11661,1,-6.2257804,106.8189988
22753,24090,1,-6.2825316,106.7920789
22683,659,1,-6.272818,106.77766
22727,12543,1,-6.227064,106.8081298
22819,9931,1,-6.1788227,106.8648707
22647,18087,2,-6.1948194,106.8955104
22852,16550,2,-6.2593116,106.8454504
22931,24521,1,-6.2627893,106.8667797
22886,22763,1,-6.1925529,106.8223526
22859,14246,1,-6.269236,106.846511
22873,24016,1,-6.3016702,106.832956
22999,23126,1,-6.3097912,106.8609588
22968,24193,1,-6.239634,106.795157
22990,3220,1,-6.2448803,106.8036754
22823,18163,1,-6.2318597,106.8473377
22950,24260,1,-6.16563,106.839276
22292,1071,1,-6.16563,106.839276
22936,23945,1,-6.1820073,106.8794528
22920,20366,1,-6.2146862,106.8310865
22919,6,1,-6.2308763,106.8096101
22659,22550,1,-6.2250869,106.8256162
22921,2450,1,-6.298252,106.829844
22924,24386,1,-6.2216509,106.791309
22934,24522,1,-6.300677,106.8331925
22930,19477,1,-6.2354237,106.7805878
22909,17058,1,-6.2251,106.80557
22664,7847,1,-6.2455234,106.8262725
22534,12740,1,-6.300677,106.8331925
22487,23486,1,-6.2386502,106.8240774
22539,19174,1,-6.2248166,106.8102021
22620,3472,1,-6.2535892,106.8011494
22580,18917,1,-6.2329071,106.8311583
22553,10562,1,-6.2279504,106.79954
22542,9802,6,-6.2254512,106.8051631
22913,23877,2,-6.2251267,106.79912
22945,18023,2,-6.22927,106.825108
22503,20764,2,-6.2302354,106.8117875
22845,21425,2,-6.2632031,106.7920538
22869,24410,1,-6.26982,106.753618
22872,15108,1,-6.2308763,106.8096101
22871,6789,1,-6.2308763,106.8096101
